"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Antigua and Barbuda","ATG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","20.4599990844727","19.4599990844727","19.4500007629395","20.6900005340576","","","","","","","","","","","","","","","6","","","","","","","","","","8.42000007629395","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","6.26490020751953","6.10519981384277","5.78359985351563","7.16260004043579","9.96140003204346","8.98680019378662","8.25809955596924","8.08059978485107","8.10639953613281","7.22580003738403","6.17500019073486","6.92600011825562","9.57919979095459","10.7287998199463","10.87380027771","9.71870040893555","8.46930027008057","8.50619983673096","8.3621997833252","7.67560005187988","6.87230014801025","6.28259992599487","6.74230003356934","6.36759996414185","5.92869997024536","5.394700050354","5.03249979019165","4.78229999542236","4.3769998550415","4.23420000076294","5.56069993972778","5.21129989624023","5.08109998703003","5.22359991073608","5.66200017929077","6.07679986953735","6.05420017242432","5.70989990234375","5.59110021591187","5.29839992523193","",
"Austria","AUT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","2.79999995231628","2.40000009536743","1.5","1.29999995231628","1.20000004768372","1.29999995231628","2","2","1.79999995231628","2.09999990463257","2","1.89999997615814","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.30140018463135","4.82000017166138","4.56379985809326","4.86499977111816","5.33479976654053","5.61969995498657","5.72270011901855","6.01380014419556","5.49900007247925","4.84800004959106","",
"Azerbaijan","AZE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.109999999403954","0.170000001788139","0.519999980926514","0.649999976158142","0.800000011920929","0.899999976158142","1.02999997138977","1.12999999523163","","","","","","","","","","","5.73999977111816","5.63000011444092","5.42000007629395","5.19000005722046","4.96999979019165","4.90999984741211","4.96000003814697","5","5","4.90000009536743","",
"Burundi","BDI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.479999989271164","","","","","","","","","14","","","","","","","","","1.63357448577881","","","","","","1.57169997692108","","","","","",
"Belgium","BEL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","2.09999990463257","2.70000004768372","2.79999995231628","3","5.09999990463257","6.5","","7.90000009536743","","9.10000038146973","","13","","","","","","","","","","","","","","","","","","","","","","7.36339998245239","8.44019985198975","8.24590015411377","7.45790004730225","6.97559976577759","7.90759992599487","8.29249954223633","7.13959980010986","7.54169988632202","8.42529964447021","8.52270030975342","8.48200035095215","7.82969999313354","7.08620023727417","5.94820022583008","",
"Benin","BEN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0.180000007152557","","","","","","1.50999999046326","","","","","","","","","","0.689999997615814","","","","","","","","1.03999996185303","2.64650011062622","","","","","","","","",
"Burkina Faso","BFA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","1.29999995231628","","","","","","","","","2.57999992370605","","","","2.44000005722046","","","","","2.77999997138977","","4","","3.29999995231628","","","","","","","6.47949981689453","","","","","",
"Bangladesh","BGD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","2.03999996185303","2.01999998092651","0.959999978542328","","","0.920000016689301","","2.20000004768372","","","","","2.50999999046326","","","","3.26999998092651","","","4.32000017166138","","4.25","3.59060001373291","","","5","3.37890005111694","","","4.4261999130249","","","4.34999990463257","4.37230014801025","","",
"Bulgaria","BGR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.70000004768372","11.1000003814697","15.3000001907349","16.3999996185303","12.8000001907349","11.1000003814697","12.5","","","","","","","","","","","","","6.81659984588623","10.2793998718262","11.2595996856689","12.2699003219604","12.9407997131348","11.4238004684448","9.14330005645752","7.57460021972656","6.16440010070801","5.21140003204346","",
"Bahrain","BHR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","3.09999990463257","","","","","","","","","","","","","","","","","","","","","","","","","","5.59999990463257","3.70000004768372","4","","4","","","","","","","","",
"Bahamas, The","BHS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","8.60000038146973","","21.2000007629395","","20.8600006103516","","14.6999998092651","","","","","","","12.0900001525879","","11.0200004577637","11.5900001525879","7.76999998092651","12.1700000762939","14.8100004196167","12.7200002670288","13.8299999237061","10.8299999237061","11.460000038147","9.76000022888184","7.65000009536743","7.44999980926514","","6.86999988555908","9.05000019073486","10.8400001525879","10.1999998092651","10.1999998092651","7.53999996185303","7.88000011444092","8.18000030517578","14.25","","14.5200004577637","14.0200004577637","16.1800003051758","13.8000001907349","12","12.6999998092651","","","",
"Bosnia and Herzegovina","BIH","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5499992370605","","","","","","","","","","","","","","","31.109899520874","28.9843997955322","23.4053001403809","24.067699432373","27.3118000030518","27.5818996429443","28.0102996826172","27.4500007629395","27.5172004699707","27.6944999694824","25.4081001281738","20.5272006988525","18.4001998901367","",
"Belarus","BLR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0500000007450581","0.5","1.39999997615814","2.09999990463257","2.90000009536743","4","2.79999995231628","2.29999995231628","2.09999990463257","2.09999990463257","2.29999995231628","3","3.09999990463257","1.89999997615814","1.5","1.20000004768372","1","0.800000011920929","6.09999990463257","","0.600000023841858","0.5","0.5","0.5","1","5.84000015258789","5.65000009536743","4.76000022888184","",
"Belize","BLZ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.77999973297119","11.1000003814697","12.4799995422363","13.8199996948242","12.6800003051758","14.3100004196167","12.8400001525879","","9.06999969482422","10.039999961853","","","10.9099998474121","9.39000034332275","8.51000022888184","8.18000030517578","","","","","8.34910011291504","8.24390029907227","7.57819986343384","7.00040006637573","6.59549999237061","","",
"Bermuda","BMU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.71000003814697","","","","","","","","","4.48000001907349","6.48999977111816","","8.4399995803833","6.65999984741211","8.9399995803833","","","","","",
"Bolivia","BOL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","9","8.10000038146973","7.09999990463257","6.09999990463257","5.19999980926514","5.30000019073486","5.30000019073486","5.5","5.59999990463257","6.09999990463257","10.1599998474121","11.6000003814697","14.1899995803833","14.6599998474121","19.2800006866455","19.7600002288818","20.3199996948242","18","","","6.59000015258789","","5.98999977111816","3.07999992370605","3.69000005722046","5.23000001907349","2.07999992370605","","3.9300000667572","4.46999979019165","","","","","","","","2.60339999198914","2.86339998245239","","2.21860003471375","2.04789996147156","2.39389991760254","2.00650000572205","3.06599998474121","","","3.53379988670349","",
"Brazil","BRA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","3.05999994277954","2.77999997138977","","","1.91999995708466","2.3199999332428","2.35999989509583","2.75999999046326","","3.99000000953674","4.82999992370605","4.61999988555908","4.03999996185303","3.38000011444092","2.36999988555908","3.55999994277954","3.78999996185303","2.97000002861023","3.69000005722046","","6.42000007629395","6.03000020980835","","6.42049980163574","7.25339984893799","8.15839958190918","9.42280006408691","10.2082996368408","","9.61040019989014","9.37090015411377","9.99100017547607","9.10519981384277","9.56770038604736","8.63949966430664","8.32730007171631","7.34259986877441","8.5221004486084","","6.91699981689453","","","","","11.5999002456665","12.8224000930786","12.3338003158569","",
"Barbados","BRB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","9.85999965667725","12.4499998092651","13.289999961853","9.44999980926514","8.97999954223633","7.23000001907349","8.39000034332275","9.0600004196167","17.0200004577637","18.8500003814697","17.8799991607666","17.9400005340576","17.5699996948242","14.0600004196167","8.15999984741211","7.51999998092651","22.9400005340576","24.5400009155273","22.9799995422363","19.6599998474121","14.710000038147","14.6099996566772","12.3999996185303","10.6099996566772","9.35000038146973","9.85000038146973","10.3199996948242","11","9.56999969482422","9.07999992370605","8.72999954223633","7.40999984741211","8.11999988555908","10.0200004577637","10.6899995803833","11.1899995803833","11.5900001525879","11.5500001907349","12.1700000762939","11.3500003814697","9.72000026702881","","","",
"Brunei Darussalam","BRN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","8.2519998550415","7.84999990463257","8.0629997253418","8.69600009918213","10.0410003662109","7.66800022125244","7.84200000762939","6.5479998588562","6.03700017929077","","","","","","","","4.69999980926514","","","","","","","","","","","","","","","","","","","","","","","6.96509981155396","","","9.31599998474121","","",
"Bhutan","BTN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.39999997615814","1.39999997615814","","1.89999997615814","","1.79999995231628","2.49000000953674","","3.13000011444092","3.70000004768372","","3.96000003814697","3.3199999332428","3.23000001907349","2.04999995231628","2.86999988555908","2.63000011444092","2.45000004768372","","","","",
"Botswana","BWA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","25.6700000762939","","","","","","13.8199996948242","","","","","21.5799999237061","","20.8600006103516","","15.8800001144409","18.5400009155273","","23.7999992370605","","","17.7999992370605","","","16.1692008972168","17.8600006103516","","","","","","","","","",
"Central African Republic","CAF","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","4.69999980926514","5.90000009536743","6.40000009536743","6.30000019073486","5.59999990463257","5.40000009536743","","7.08960008621216","8.0487003326416","8.37580013275146","7.52530002593994","7.53679990768433","7.60710000991821","11.0403003692627","12.0184001922607","11.3444004058838","10.5024995803833","9.5930004119873","8.81999969482422","7.76189994812012","7.54650020599365","8.13109970092773","10.3161001205444","11.1969995498657","11.3768997192383","10.3951997756958","9.48890018463135","9.61970043182373","9.10050010681152","8.27849960327148","7.58309984207153","6.82870006561279","7.21859979629517","7.66480016708374","7.5738000869751","7.18529987335205","6.7581000328064","6.32030010223389","6.03609991073608","6.13710021972656","8.3439998626709","8.05550003051758","7.51109981536865","7.29180002212524","7.07359981536865","6.9141001701355","6.9064998626709","6.99889993667603","6.33970022201538","5.83080005645752","",
"Central Europe and the Baltics","CEB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5632497294143","","12.2326569235451","11.4181157710939","10.5403070914874","9.2242657950477","9.05291558141836","10.6609733883243","12.5642775582457","12.7507239548516","","14.549894364976","13.6676037355134","12.827344809409","10.6654322226995","8.21129362997191","6.97935745085173","8.4881046305604","9.89994236074624","9.78959699862706","9.97860241584563","10.0464855985252","8.95230260647647","7.81737006571696","6.4893677503087","5.2946651234034","4.31464512859217","",
"Switzerland","CHE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","0.300000011920929","0.699999988079071","0.400000005960464","0.400000005960464","0.400000005960464","0.200000002980232","0.200000002980232","0.400000005960464","0.899999976158142","1.10000002384186","1","0.800000011920929","0.800000011920929","0.699999988079071","0.600000023841858","","","","","","","","","","","","","","","","","","","","4.11609983444214","4.80670022964478","4.40759992599487","4.48460006713867","4.74669981002808","4.82590007781982","4.80070018768311","4.91790008544922","4.79670000076294","4.7133002281189","",
"Channel Islands","CHI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","14.6899995803833","12.75","11.8299999237061","14.2600002288818","13.6300001144409","10.460000038147","11.3500003814697","19.6000003814697","14.6499996185303","13.9099998474121","","8.71000003814697","","6.23000001907349","5.28999996185303","","5.23000001907349","","4.48999977111816","","4.69999980926514","","7.13600015640259","","11.1579999923706","","10.3900003433228","10.1680002212524","","10.1619997024536","9.34000015258789","","8.42700004577637","9.28499984741211","","8.42430019378662","","6.65939998626709","","6.6648998260498","","6.73820018768311","","7.23309993743896","",
"China","CHN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","5.30000019073486","5.40000009536743","4.90000009536743","3.79999995231628","3.20000004768372","2.29999995231628","1.89999997615814","1.79999995231628","2","2","2","2.59999990463257","2.5","2.29999995231628","2.29999995231628","2.59999990463257","2.79999995231628","2.90000009536743","3","3.09999990463257","3.09999990463257","3.09999990463257","3.09999990463257","3.59999990463257","4","4.30000019073486","4.19999980926514","4.19999980926514","4.09999990463257","4","4.19999980926514","4.30000019073486","4.09999990463257","4.09999990463257","4.09999990463257","4.05000019073486","4.09999990463257","","","3.90000009536743","","",
"Cote d'Ivoire","CIV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.69999980926514","","","4.09999990463257","","","4.09999990463257","","","","","","","","","","","","","","7.22289991378784","4.25449991226196","","","2.59920001029968","3.27250003814697","","",
"Cameroon","CMR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.0600004196167","","","","","7.46000003814697","","","","4.40000009536743","","","","","4.1100001335144","","","","3.53379988670349","","","","","",
"Congo, Dem. Rep.","COD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.84910011291504","","","","","","","4.48519992828369","","","","","","","",
"Congo, Rep.","COG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.7956008911133","","","","16.1000003814697","","","10","","","","","","","",
"Colombia","COL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","10.5500001907349","","9.39999961853027","","","9.10000038146973","8.13000011444092","11.460000038147","11.1300001144409","13","13.8900003433228","12.9399995803833","10.8299999237061","","","","10.1199998855591","9.4399995803833","","8.25","8.72000026702881","11.8100004196167","12.1400003433228","15","20.0599994659424","20.5200004577637","15.039999961853","15.6330003738403","14.1890001296997","13.7170000076294","11.8699998855591","","11.2040004730225","11.2729997634888","12.0659999847412","10.9840002059937","10.1108999252319","9.74050045013428","9.0516996383667","8.57219982147217","8.29899978637695","8.69180011749268","8.8725004196167","9.11069965362549","",
"Comoros","COM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.57140016555786","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","","","","","","","","","","","","","","","","","","","10.6700000762939","","","","","31.3127002716064","","12.2399997711182","12.1700000762939","",
"Costa Rica","CRI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.51100015640259","5.3730001449585","3.92700004577637","3.9539999961853","4.04500007629395","5.17600011825562","6.16200017929077","5.68100023269653","5.3270001411438","5.89499998092651","5.08199977874756","5.91499996185303","6.33400011062622","6.55800008773804","6.39099979400635","6.57100009918213","5.73999977111816","4.48999977111816","4.7810001373291","7.71299982070923","7.17080020904541","10.1393995285034","","","","","","","","",
"Caribbean small states","CSS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6944833437395","16.5578762911888","17.1817802558943","16.164898860677","15.6995016667552","15.2715840227162","14.9601066127903","14.085796653118","13.9565207415673","","12.8523774642146","12.2935358978654","11.6122335074253","10.9736623109913","10.3768433198051","9.23435643409259","8.42256960758875","8.84153465271324","9.88018945050984","9.40373728281425","10.2339639039443","10.9330463401297","11.372407967795","10.0762734146036","10.2648815903955","10.3913929002675","","","",
"Cuba","CUB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.27000045776367","7.6100001335144","7.09999990463257","6.23000001907349","6.26000022888184","5.44999980926514","4.07999992370605","3.30999994277954","2.32999992370605","1.85399997234344","1.95000004768372","1.91299998760223","1.78799998760223","1.58299994468689","1.66999995708466","2.5","3.1800000667572","3.46000003814697","3.28999996185303","2.70000004768372","2.40000009536743","","","","",
"Curacao","CUW","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.77999973297119","","13.0299997329712","12.6099996566772","11.710000038147","","","13.4300003051758","",
"Cayman Islands","CYM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90999984741211","","7.21999979019165","5.73999977111816","4.94000005722046","5.09999990463257","4.1399998664856","4.17000007629395","","","7.53999996185303","5.36999988555908","3.60999989509583","3.45000004768372","3.53999996185303","2.61999988555908","3.82999992370605","3.97000002861023","6.03999996185303","","6.78000020980835","6.21000003814697","6.26999998092651","4.69999980926514","4.23999977111816","","","","",
"Cyprus","CYP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","10.8999996185303","7.40000009536743","3.09999990463257","2","1.70000004768372","2","2.59999990463257","2.79999995231628","3.29999995231628","3.29999995231628","3.29999995231628","3.70000004768372","3.40000009536743","2.79999995231628","2.29999995231628","1.79999995231628","3","","2.70000004768372","2.70000004768372","2.59999990463257","3.09999990463257","3.40000009536743","3.29999995231628","","","","","","","","4.54290008544922","3.92199993133545","3.65470004081726","5.36390018463135","6.2628002166748","","11.7952003479004","15.8706998825073","16.0879993438721","14.9083995819092","12.9497995376587","11.0515003204346","8.36970043182373","",
"Czech Republic","CZE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.699999988079071","","2.59999990463257","","","","","","","","","","","","","","","","","6.66209983825684","7.27909994125366","6.71110010147095","6.97819995880127","6.95270013809204","6.10790014266968","5.04640007019043","3.9514000415802","2.88980007171631","2.24329996109009","",
"Germany","DEU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","6.44939994812012","6.6746997833252","6.87489986419678","6.6100001335144","6.81640005111694","6.31860017776489","5.7056999206543","4.89029979705811","","","","","","","","","","","","","","","","","","","7.74160003662109","6.96640014648438","5.82439994812012","5.37939977645874","5.23059988021851","4.98059988021851","4.62419986724854","4.1217999458313","3.74550008773804","3.38350009918213","",
"Djibouti","DJI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3299999237061","","9.52999973297119","","","","","","23.1800003051758","","15.6700000762939","","10.960000038147","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","0.899999976158142","2.09999990463257","5.09999990463257","5.30000019073486","6.40000009536743","7.30000019073486","6.09999990463257","7","9.19999980926514","10","","","","","","","","","","","","","","","","","5.1414999961853","4.47599983215332","","","","","","","","","6.00729990005493","7.46360015869141","7.57270002365112","7.5258002281189","6.99669981002808","6.58920001983643","6.16830015182495","6.18069982528687","5.74270009994507","4.97459983825684","",
"Dominican Republic","DOM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.43240022659302","7.26179981231689","","6.93769979476929","6.3028998374939","6.58659982681274","5.65450000762939","5.1577000617981","4.76429986953735","5.46659994125366","5.21199989318848","6.08690023422241","6.72200012207031","7.35150003433228","6.71890020370483","","","5.83169984817505","","",
"Algeria","DZA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6399993896484","21.2600002288818","20.6000003814697","24.3799991607666","26.2299995422363","27.7399997711182","31.8400001525879","","25.4300003051758","","","29.7700004577637","27.2999992370605","25.8999996185303","23.7199993133545","17.6499996185303","15.2700004577637","12.2700004577637","13.789999961853","11.3299999237061","10.1599998474121","9.96000003814697","9.96000003814697","10.9700002670288","9.81999969482422","10.207200050354","11.2061004638672","10.2024002075195","13.5699996948242","","",
